what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1685466013865
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1685466013915
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1685466015957
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1685466017694
error,log,,,"Errors occurred during the build.",1685466017926
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1685466017934
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1685466017945
started,bundle,org.eclipse.php.core,3.0.1.v201201110400,"org.eclipse.php.core",1685466017946
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1685466017948
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1685466017969
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1685466017985
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1685466017992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466018004
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1685466018028
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1685466018095
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1685466018100
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1685466018112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466022007
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1685466024556
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1685466024564
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1685466024612
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1685466024624
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1685466024634
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1685466024648
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1685466024651
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1685466024741
started,bundle,org.eclipse.wb.core.lib,1.6.1.r37x201309092314,"org.eclipse.wb.core.lib",1685466024870
started,bundle,org.eclipse.wb.core,1.6.1.r37x201309092314,"org.eclipse.wb.core",1685466024890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466032809
started,bundle,org.eclipse.jst.server.generic.core,1.0.700.v20101219,"org.eclipse.jst.server.generic.core",1685466033638
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1685466033642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466037174
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1685466037263
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1685466037301
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1685466037658
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1685466037843
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1685466038465
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1685466040182
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466040576
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466040710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466043479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466238710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466241702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466590497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466595217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466597928
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1685466600510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685466605822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466607779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466612271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466613986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466732252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466733209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466735088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466737355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466761205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466785874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466787683
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1685466788011
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1685466788207
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466788284
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1685466788327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.resetPerspective",1685466789044
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685466791859
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466797619
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466797817
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1685466811841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466814490
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1685466816220
error,log,,,"Errors occurred during the build.",1685466816377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466817497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466820188
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1685466821072
error,log,,,"Errors occurred during the build.",1685466821077
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1685466830456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466833360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466834947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466835189
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1685466877637
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1685466877659
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1685466877664
error,log,,,"Internal Error",1685466892037
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685466907074
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466908374
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466908528
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685466925604
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466926995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466927148
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685466933572
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466934733
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685466942616
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466947509
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685466949156
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466949156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685466950961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466956680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466960601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466960675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466962692
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1685466962721
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466968466
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1685466968564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685466973196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466975210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466979199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685466981468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467015819
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1685467019467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467020674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467023538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467027266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467028793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467044201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467053498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467055526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467057465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467088339
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685467091381
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1685467091741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467101528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467103543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467105638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467107636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467110822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467115160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467117145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467119033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467120815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467197145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467200087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467204630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467280883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467285611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467340285
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685467347224
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1685467349799
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1685467349800
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1685467349905
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1685467350223
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1685467350264
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1685467350481
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1685467350490
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1685467350590
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1685467351033
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1685467351055
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467351193
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1685467351416
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467351421
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685467352193
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467352510
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467352634
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1685467358772
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685467360132
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467360572
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467360730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685467361902
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1685467363251
error,log,,,"Errors occurred during the build.",1685467363268
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467363554
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467363664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467363784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467366147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1685467367523
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1685467367758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467397885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1685467405685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1685467411085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1685467412844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1685467413115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1685467413301
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1685467415995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467418991
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1685467420843
error,log,,,"Errors occurred during the build.",1685467420859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467423127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467427182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467452927
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1685467455751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467464499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467466375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467470370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467472339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467483672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467488856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467490933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467494564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467495943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467579114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467584363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467586238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467589088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467590288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467605401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467611211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467615222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467618018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467646267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467647476
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467647816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467648002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467648157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467648299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1685467654968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467657538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467660248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467662010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467772070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467774953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467776710
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1685467776741
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1685467777237
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1685467777772
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1685467777774
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1685467777776
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1685467777778
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1685467777779
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1685467777780
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1685467777781
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1685467777781
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1685467777781
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1685467777787
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1685467777788
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1685467777790
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1685467865873
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1685467865875
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1685467865875
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1685467865876
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1685467865877
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1685467865877
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1685467865877
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1685467865878
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1685467865879
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1685467865880
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1685467865881
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1685467865882
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1685467865884
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1685467865884
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1685467865884
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1685467865885
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1685467865885
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1685467865886
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1685467865887
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1685467865889
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1685467865890
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1685467865891
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1685467865892
